City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
381,Lao Cai,VN,2022-02-05 16:41:24,22.4833,103.95,56.84,94,100,1.3
382,Prainha,BR,2022-02-05 16:41:24,-1.8,-53.48,84.78,71,97,4.81
383,Faya,SA,2022-02-05 16:41:25,18.3851,42.4509,60.91,75,7,4.68
384,La Ronge,CA,2022-02-05 16:41:25,55.1001,-105.2842,-10.95,70,75,6.91
385,Rawson,AR,2022-02-05 16:41:25,-43.3002,-65.1023,62.73,45,0,11.79
386,Talara,PE,2022-02-05 16:41:26,-4.5772,-81.2719,84.96,51,0,18.41
387,Mount Gambier,AU,2022-02-05 16:41:26,-37.8333,140.7667,58.91,82,89,8.05
388,Iqaluit,CA,2022-02-05 16:41:27,63.7506,-68.5145,-25.31,60,75,1.99
389,Toora-Khem,RU,2022-02-05 16:41:27,52.4675,96.11,-8.03,98,96,1.36
390,Touros,BR,2022-02-05 16:41:27,-5.1989,-35.4608,88.7,51,21,13.51
391,Vila Franca Do Campo,PT,2022-02-05 16:40:24,37.7167,-25.4333,63.01,77,99,13.22
392,Cao Bang,VN,2022-02-05 16:41:28,22.6667,106.25,52.9,81,92,2.59
393,Talakan,RU,2022-02-05 16:41:28,50.3167,130.3667,-17.12,100,95,0.85
394,Cambrai,FR,2022-02-05 16:41:29,50.1667,3.4167,47.5,75,52,15.17
395,Saint-Pierre,RE,2022-02-05 16:37:39,-21.3393,55.4781,82.08,74,100,10.36
396,Clyde River,CA,2022-02-05 16:41:29,70.4692,-68.5914,-21.77,76,75,13.8
397,Kemin,KG,2022-02-05 16:41:30,42.7846,75.6892,24.73,51,0,12.84
398,San Quintin,MX,2022-02-05 16:36:55,30.4833,-115.95,60.24,26,0,2.35
399,Lata,PT,2022-02-05 16:41:30,40.1629,-8.3327,63.36,52,3,7.0
400,Socuellamos,ES,2022-02-05 16:41:31,39.2858,-2.7921,54.46,55,85,8.21
401,Vaasa,FI,2022-02-05 16:41:31,63.096,21.6158,32.02,86,75,6.91
402,Pasighat,IN,2022-02-05 16:41:31,28.0667,95.3333,52.36,92,77,4.03
403,Chebsara,RU,2022-02-05 16:41:32,59.2002,38.8356,7.93,99,57,5.44
404,Tanete,ID,2022-02-05 16:41:32,-3.9443,119.7848,75.96,94,95,1.28
405,San Policarpo,PH,2022-02-05 16:41:33,12.1791,125.5072,80.13,72,88,15.57
406,Morant Bay,JM,2022-02-05 16:41:30,17.8815,-76.4093,83.62,55,22,10.63
407,Kaeo,NZ,2022-02-05 16:41:33,-35.1,173.7833,72.32,98,96,8.14
408,Reconquista,AR,2022-02-05 16:42:33,-29.15,-59.65,94.51,23,0,15.43
409,Flin Flon,CA,2022-02-05 16:42:34,54.7682,-101.865,-13.16,70,75,8.05
410,Nassau,US,2022-02-05 16:42:34,40.7507,-73.5829,28.99,65,40,4.0
411,Tucuman,AR,2022-02-05 16:42:35,-26.8241,-65.2226,80.6,61,40,5.75
412,Bangolo,CI,2022-02-05 16:42:35,7.0069,-7.475,97.38,18,5,2.86
413,Doba,TD,2022-02-05 16:42:35,8.65,16.85,83.48,13,58,4.27
414,Havoysund,NO,2022-02-05 16:42:36,70.9963,24.6622,29.28,70,79,30.8
415,Shache,CN,2022-02-05 16:42:36,38.4167,77.2406,30.7,54,48,6.53
416,El Carmen De Bolivar,CO,2022-02-05 16:42:36,9.7174,-75.1202,91.02,45,12,6.85
417,Hammerfest,NO,2022-02-05 16:42:37,70.6634,23.6821,28.85,69,40,27.63
418,Ambulu,ID,2022-02-05 16:42:37,-8.345,113.6058,76.39,90,80,2.75
419,Beloha,MG,2022-02-05 16:42:37,-25.1667,45.05,75.87,84,100,17.69
420,Progreso,MX,2022-02-05 16:42:38,21.2833,-89.6667,73.11,74,79,16.93
421,San Ramon,US,2022-02-05 16:41:40,37.7799,-121.978,54.99,73,0,4.61
422,Lengshuijiang,CN,2022-02-05 16:42:38,27.6881,111.4294,43.47,81,100,2.42
423,Bayir,TR,2022-02-05 16:42:39,37.2687,28.2167,43.32,67,0,1.54
424,Sibut,CF,2022-02-05 16:42:39,5.718,19.0739,86.34,18,86,2.46
425,Margate,GB,2022-02-05 16:42:39,51.3813,1.3862,49.69,71,89,10.0
426,Teahupoo,PF,2022-02-05 16:39:32,-17.8333,-149.2667,69.76,75,32,15.9
427,Musoma,TZ,2022-02-05 16:42:40,-1.5,33.8,69.91,76,100,8.5
428,Thibodaux,US,2022-02-05 16:42:40,29.7958,-90.8229,42.03,59,1,5.01
429,Santo Augusto,BR,2022-02-05 16:42:41,-27.8508,-53.7772,76.46,86,100,8.3
430,Amapa,BR,2022-02-05 16:42:41,1.0,-52.0,79.79,90,96,3.98
431,Chute-Aux-Outardes,CA,2022-02-05 16:42:41,49.1168,-68.399,5.31,55,0,9.22
432,Itarema,BR,2022-02-05 16:41:44,-2.9248,-39.9167,85.46,64,83,15.28
433,Sembe,CG,2022-02-05 16:42:42,1.6481,14.5806,85.8,22,53,2.82
434,Kushmurun,KZ,2022-02-05 16:42:42,52.4503,64.6311,19.27,79,100,10.54
435,Quelimane,MZ,2022-02-05 16:42:43,-17.8786,36.8883,84.15,61,40,10.36
436,Urgut,UZ,2022-02-05 16:42:43,39.4022,67.2431,49.62,71,100,13.35
437,Manokwari,ID,2022-02-05 16:42:43,-0.8667,134.0833,78.62,76,86,3.56
438,Coihaique,CL,2022-02-05 16:42:44,-45.5752,-72.0662,69.75,40,0,4.61
439,Inta,RU,2022-02-05 16:42:44,66.0317,60.1659,-12.33,98,42,2.66
440,Bereda,ES,2022-02-05 16:42:45,43.2686,-7.5406,50.92,72,6,5.53
441,Westport,US,2022-02-05 16:38:44,41.1415,-73.3579,28.56,70,20,1.99
442,Patabog,PH,2022-02-05 16:42:45,13.4531,122.4561,74.77,80,60,10.87
443,Kiama,AU,2022-02-05 16:42:11,-34.6833,150.8667,69.58,73,100,3.0
444,Polunochnoye,RU,2022-02-05 16:42:46,60.8697,60.4153,14.88,96,100,4.97
445,Kulunda,RU,2022-02-05 16:42:46,52.566,78.9385,7.02,87,28,8.25
446,Mecca,SA,2022-02-05 16:42:47,21.4267,39.8261,64.72,37,3,12.35
447,Ordu,TR,2022-02-05 16:40:41,40.9086,37.6845,30.7,80,99,5.73
448,Petropavlovsk-Kamchatskiy,RU,2022-02-05 16:42:47,53.0452,158.6483,16.39,67,0,8.95
449,San Ignacio,BZ,2022-02-05 16:42:48,17.1561,-89.0714,69.94,94,100,9.22
450,Provideniya,RU,2022-02-05 16:42:48,64.3833,-173.3,-5.75,86,3,11.77
451,Narsaq,GL,2022-02-05 16:42:49,60.9167,-46.05,7.02,69,0,5.86
452,Santa Fe,AR,2022-02-05 16:42:30,-31.6333,-60.7,80.02,46,1,8.01
453,Zabid,YE,2022-02-05 16:38:13,14.1951,43.3152,77.45,76,62,14.92
454,Dutlwe,BW,2022-02-05 16:42:50,-23.9833,23.9,77.41,53,92,15.3
455,Leningradskiy,RU,2022-02-05 16:41:59,69.3833,178.4167,-21.06,96,9,5.01
456,Nueva Loja,EC,2022-02-05 16:43:51,0.0847,-76.8828,77.02,94,40,3.44
457,Paracuru,BR,2022-02-05 16:43:51,-3.41,-39.0306,86.02,63,42,13.0
458,Qazanbulaq,AZ,2022-02-05 16:43:51,40.6192,46.6519,40.1,44,27,15.59
459,Dhidhdhoo,MV,2022-02-05 16:43:52,6.8833,73.1,80.64,71,67,12.64
460,Emerald,AU,2022-02-05 16:40:47,-23.5333,148.1667,71.74,60,0,6.91
461,Waingapu,ID,2022-02-05 16:39:50,-9.6567,120.2641,78.91,87,100,7.49
462,Cedar City,US,2022-02-05 16:43:30,37.6775,-113.0619,18.57,68,0,3.44
463,Amurzet,RU,2022-02-05 16:43:53,47.6967,131.0981,-11.96,96,67,5.93
464,Dryden,CA,2022-02-05 16:38:54,49.7833,-92.7503,-0.11,78,100,12.66
465,Letka,RU,2022-02-05 16:43:53,59.6011,49.4232,12.79,96,99,6.46
466,Lindi,TZ,2022-02-05 16:43:54,-10.0,39.7167,78.48,71,100,4.65
467,Vangaindrano,MG,2022-02-05 16:43:54,-23.35,47.6,76.41,95,100,24.96
468,Cassilandia,BR,2022-02-05 16:43:55,-19.1133,-51.7342,89.92,48,51,8.12
469,Excelsior Springs,US,2022-02-05 16:40:00,39.3392,-94.2261,35.22,50,0,10.36
470,Jagodina,RS,2022-02-05 16:43:55,43.9814,21.2622,38.46,89,100,0.89
471,Bang Saphan,TH,2022-02-05 16:43:56,11.2126,99.5117,74.05,92,12,1.95
472,Olinda,BR,2022-02-05 16:43:56,-8.0089,-34.8553,85.73,58,40,6.91
473,Calafell,ES,2022-02-05 16:43:56,41.2,1.5683,60.49,74,99,1.83
474,Sola,VU,2022-02-05 16:39:55,-13.8833,167.55,82.24,76,100,20.13
475,Dzaoudzi,YT,2022-02-05 16:43:57,-12.7887,45.2699,84.09,79,20,16.11
476,Bowen,AU,2022-02-05 16:43:57,-20.0167,148.2333,70.02,74,9,17.65
477,Sisimiut,GL,2022-02-05 16:43:14,66.9395,-53.6735,2.26,91,97,11.97
478,Bealanana,MG,2022-02-05 16:43:58,-14.55,48.7333,63.43,96,99,4.65
479,Gusau,NG,2022-02-05 16:43:58,12.1628,6.6614,82.58,12,32,12.28
480,Baykit,RU,2022-02-05 16:43:58,61.67,96.37,13.82,97,100,4.41
481,Luba,GQ,2022-02-05 16:43:59,3.4568,8.5547,87.69,80,57,7.0
482,Ayagoz,KZ,2022-02-05 16:43:59,47.9714,80.4392,-6.11,85,1,6.53
483,Davila,PH,2022-02-05 16:44:00,18.4726,120.5763,75.16,80,31,24.81
484,Xapuri,BR,2022-02-05 16:44:00,-10.6517,-68.5044,88.45,46,98,5.66
485,Hamilton,US,2022-02-05 16:41:10,39.1834,-84.5333,23.59,75,40,1.01
486,Christiansburg,US,2022-02-05 16:43:07,37.1298,-80.4089,29.59,60,75,3.0
487,Bongandanga,CD,2022-02-05 16:44:01,1.5,21.05,83.01,31,33,2.93
488,Adre,TD,2022-02-05 16:44:01,13.4667,22.2,70.25,16,4,11.72
489,Navirai,BR,2022-02-05 16:44:01,-23.065,-54.1906,81.55,81,72,8.12
490,Bilecik,TR,2022-02-05 16:40:41,40.0,30.1667,30.88,79,6,6.42
491,Gazanjyk,TM,2022-02-05 16:44:02,39.2446,55.5154,44.08,74,100,12.33
492,Atar,MR,2022-02-05 16:44:02,20.5169,-13.0499,90.63,6,0,3.6
493,San Vicente,AR,2022-02-05 16:44:03,-26.6167,-54.1333,69.3,94,100,3.31
494,Villarrica,PY,2022-02-05 16:44:03,-25.75,-56.4333,71.89,97,100,1.21
495,Mata,PT,2022-02-05 16:44:03,40.683,-7.4592,57.92,59,6,7.63
496,Lasa,IT,2022-02-05 16:44:04,46.6166,10.7002,42.71,87,14,4.54
497,Balaipungut,ID,2022-02-05 16:44:04,1.05,101.2833,77.41,97,100,2.82
498,Makakilo City,US,2022-02-05 16:39:47,21.3469,-158.0858,65.61,84,0,4.61
499,Vao,NC,2022-02-05 16:44:05,-22.6667,167.4833,79.68,87,99,12.5
500,Snasa,NO,2022-02-05 16:44:05,64.2457,12.3778,27.88,97,98,5.41
501,Hualmay,PE,2022-02-05 16:42:48,-11.0964,-77.6139,75.15,71,29,10.09
502,Poum,NC,2022-02-05 16:44:06,-20.2333,164.0167,80.44,72,87,5.35
503,Fairbanks,US,2022-02-05 16:40:27,64.8378,-147.7164,0.1,77,40,6.91
504,Kudahuvadhoo,MV,2022-02-05 16:45:06,2.6708,72.8944,81.9,70,73,10.0
505,Sur,OM,2022-02-05 16:45:07,22.5667,59.5289,73.63,50,1,4.34
506,Nhulunbuy,AU,2022-02-05 16:42:45,-12.2333,136.7667,77.61,94,100,3.44
507,Broome,US,2022-02-05 16:45:07,42.2506,-75.833,18.21,77,100,3.0
508,Yining,CN,2022-02-05 16:45:08,29.0361,114.5636,39.22,85,75,3.31
509,Bitlis,TR,2022-02-05 16:40:41,38.5,42.25,12.16,96,89,2.86
510,Sretensk,RU,2022-02-05 16:45:08,52.2453,117.7093,-17.16,100,100,2.13
511,Billings,US,2022-02-05 16:40:20,45.7833,-108.5007,44.17,41,75,28.77
512,Bairiki,KI,2022-02-05 16:45:09,1.3292,172.9752,80.6,83,20,11.5
513,Port-Cartier,CA,2022-02-05 16:45:10,50.0334,-66.8654,6.75,67,100,7.16
514,Iquique,CL,2022-02-05 16:41:12,-20.2208,-70.1431,72.73,68,1,6.98
515,Warmbad,NA,2022-02-05 16:45:10,-28.45,18.7333,94.06,19,77,13.71
516,Whitehorse,CA,2022-02-05 16:45:10,60.7161,-135.0538,7.57,77,40,8.99
517,Beaverlodge,CA,2022-02-05 16:45:11,55.2166,-119.4361,35.94,63,24,23.38
518,Biak,ID,2022-02-05 16:45:11,-0.9131,122.8766,76.05,86,100,3.15
519,Salalah,OM,2022-02-05 16:45:12,17.0151,54.0924,77.09,73,75,5.75
520,Buala,SB,2022-02-05 16:41:27,-8.145,159.5921,80.78,84,91,7.27
521,Karpathos,GR,2022-02-05 16:45:12,35.507,27.2132,58.96,72,40,12.66
522,Oranjemund,NA,2022-02-05 16:45:13,-28.55,16.4333,68.56,73,32,7.81
523,Leiyang,CN,2022-02-05 16:45:13,26.4024,112.8591,43.74,86,100,2.21
524,Nadym,RU,2022-02-05 16:44:54,65.5333,72.5167,-15.93,100,87,4.0
525,Baruun-Urt,MN,2022-02-05 16:45:14,46.6806,113.2792,-0.92,90,16,6.46
526,Bitung,ID,2022-02-05 16:45:14,1.4451,125.1824,79.65,86,100,11.95
527,Nara,JP,2022-02-05 16:45:15,34.6851,135.8049,36.68,62,23,10.63
528,Sitio Novo Do Tocantins,BR,2022-02-05 16:45:15,-5.5183,-47.4611,85.93,70,75,0.0
529,Abu Samrah,SY,2022-02-05 16:45:16,35.3029,37.1841,46.47,76,4,9.33
530,Tromso,NO,2022-02-05 16:45:16,69.6496,18.957,32.02,55,0,11.5
531,Ketchikan,US,2022-02-05 16:45:16,55.3422,-131.6461,42.78,93,100,14.97
532,Ixtapa,MX,2022-02-05 16:45:17,20.7,-105.2,81.75,42,56,3.2
533,Saryagash,KZ,2022-02-05 16:45:17,41.4511,69.1701,49.96,25,63,15.28
534,Kaupanger,NO,2022-02-05 16:45:18,61.1845,7.2404,35.1,95,99,4.97
535,Wattegama,LK,2022-02-05 16:45:18,6.7989,81.4808,69.58,91,6,5.35
536,Garden City,US,2022-02-05 16:44:54,42.3256,-83.331,22.3,76,75,1.99
537,Wanaka,NZ,2022-02-05 16:45:19,-44.7,169.15,50.11,76,52,1.01
538,Onda,ES,2022-02-05 16:45:19,39.9667,-0.25,57.9,74,100,3.87
539,Batetskiy,RU,2022-02-05 16:45:19,58.6461,30.3027,23.2,95,100,9.73
540,Kavieng,PG,2022-02-05 16:45:20,-2.5744,150.7967,80.71,79,85,4.99
541,Byron Bay,AU,2022-02-05 16:45:20,-28.65,153.6167,66.15,72,85,20.18
542,Tarana,IN,2022-02-05 16:45:20,23.3333,76.0333,60.85,26,0,0.83
543,Saint-Francois,FR,2022-02-05 16:45:21,46.4154,3.9054,44.04,70,20,6.91
544,Likasi,CD,2022-02-05 16:45:21,-10.9814,26.7333,63.82,93,43,3.98
545,Caravelas,BR,2022-02-05 16:45:23,-17.7125,-39.2481,83.07,64,32,10.51
546,Makinsk,KZ,2022-02-05 16:45:23,52.6292,70.4169,4.26,76,99,5.86
547,Pemangkat,ID,2022-02-05 16:45:24,1.1667,108.9667,78.08,87,100,8.21
548,Amahai,ID,2022-02-05 16:45:25,-3.3333,128.9167,78.06,84,100,5.35
549,Sechura,PE,2022-02-05 16:46:25,-5.5569,-80.8222,81.9,53,67,7.61
550,Cavalcante,BR,2022-02-05 16:46:25,-13.7975,-47.4583,81.32,67,79,3.22
551,Hudson Bay,CA,2022-02-05 16:46:26,52.85,-102.3842,-2.34,93,100,5.68
552,Lubango,AO,2022-02-05 16:46:26,-14.9172,13.4925,69.13,39,96,10.8
553,Ahuimanu,US,2022-02-05 16:42:41,21.4447,-157.8378,66.78,92,20,1.01
554,Canavieiras,BR,2022-02-05 16:46:27,-15.675,-38.9472,80.56,72,91,6.4
555,Solnechnyy,RU,2022-02-05 16:46:27,50.7214,136.6319,1.83,98,100,1.19
556,Alice Springs,AU,2022-02-05 16:46:05,-23.7,133.8833,60.35,88,0,0.0
557,Yablonovo,RU,2022-02-05 16:46:28,50.8523,37.3574,19.26,100,51,5.19
558,Shieli,KZ,2022-02-05 16:46:28,44.1667,66.75,34.38,64,100,10.78
559,Kozan,TR,2022-02-05 16:46:28,37.4552,35.8157,49.1,62,0,6.69
560,Muros,ES,2022-02-05 16:46:29,42.7762,-9.0603,61.23,55,10,14.65
561,Kabinda,CD,2022-02-05 16:46:29,-6.1333,24.4833,69.1,91,86,2.15
562,Bodden Town,KY,2022-02-05 16:46:29,19.2833,-81.25,84.2,72,20,8.99
563,Cozumel,MX,2022-02-05 16:43:59,20.5083,-86.9458,78.94,84,34,4.0
564,Kedougou,SN,2022-02-05 16:46:30,12.5579,-12.1743,100.13,6,0,6.26
565,Lucea,JM,2022-02-05 16:46:31,18.451,-78.1736,82.26,57,5,16.69
566,Concepcion Del Uruguay,AR,2022-02-05 16:44:06,-32.4825,-58.2372,78.98,57,0,8.99
567,Axim,GH,2022-02-05 16:46:31,4.8699,-2.2405,83.14,70,45,11.81
568,Clearwater,US,2022-02-05 16:43:14,27.9659,-82.8001,64.99,80,100,8.01
569,Kvam,NO,2022-02-05 16:46:32,61.6656,9.6898,14.2,93,81,3.76
570,Port Hardy,CA,2022-02-05 16:42:14,50.6996,-127.4199,40.75,93,75,6.91
571,Umm Lajj,SA,2022-02-05 16:46:33,25.0213,37.2685,66.15,58,0,16.64
572,Srednekolymsk,RU,2022-02-05 16:43:02,67.45,153.6833,-39.89,100,47,3.94
